 st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],st_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],mst_loggerr2,Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
 st_logglim,Stellar Surface Gravity Limit Flag,st_logglim,Stellar Surface Gravity Limit Flag,mst_logglim,Stellar Surface Gravity Limit Flag
 st_age,Stellar Age [Gyr],st_age,Stellar Age [Gyr],mst_age,Stellar Age [Gyr]
 st_ageerr1,Stellar Age Upper Unc. [Gyr],st_ageerr1,Stellar Age Upper Unc. [Gyr],mst_ageerr1,Stellar Age Upper Unc. [Gyr]
 st_ageerr2,Stellar Age Lower Unc. [Gyr],st_ageerr2,Stellar Age Lower Unc. [Gyr],mst_ageerr2,Stellar Age Lower Unc. [Gyr]
 st_agelim,Stellar Age Limit Flag,st_agelim,Stellar Age Limit Flag,mst_agelim,Stellar Age Limit Flag
 st_dens,Stellar Density [g/cm**3],st_dens,Stellar Density [g/cm**3],mst_dens,Stellar Density [g/cm**3]
 st_denserr1,Stellar Density Upper Unc. [g/cm**3],st_denserr1,Stellar Density Upper Unc. [g/cm**3],mst_denserr1,Stellar Density Upper Unc. [g/cm**3]
 st_denserr2,Stellar Density Lower Unc. [g/cm**3],st_denserr2,Stellar Density Lower Unc. [g/cm**3],mst_denserr2,Stellar Density Lower Unc. [g/cm**3]
 st_denslim,Stellar Density Limit Flag,st_denslim,Stellar Density Limit Flag,mst_denslim,Stellar Density Limit Flag
 st_vsin,Stellar Rotational Velocity [km/s],st_vsini,Stellar Rotational Velocity [km/s],N/A,N/A
 st_vsinerr1,Stellar Rotational Velocity [km/s] Upper Unc.,st_vsinierr1,Stellar Rotational Velocity [km/s] Upper Unc.,N/A,N/A
 st_vsinerr2,Stellar Rotational Velocity [km/s] Lower Unc.,st_vsinierr2,Stellar Rotational Velocity [km/s] Lower Unc.,N/A,N/A
 st_vsinlim,Stellar Rotational Velocity Limit Flag,st_vsinilim,Stellar Rotational Velocity Limit Flag,N/A,N/A
 st_rotp,Stellar Rotational Period [days],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,N/A
 st_rotperr1,Stellar Rotational Period [days] Upper Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,N/A
 st_rotperr2,Stellar Rotational Period [days] Lower Unc.,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,N/A
 st_rotplim,Stellar Rotational Period Limit Flag,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES,N/A,N/A
 st_radv,Systemic Radial Velocity [km/s],st_radv,Systemic Radial Velocity [km/s],N/A,N/A
 st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],st_radverr1,Systemic Radial Velocity Upper Unc. [km/s],N/A,N/A
 st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],st_radverr2,Systemic Radial Velocity Lower Unc. [km/s],N/A,N/A
 st_radvlim,Systemic Radial Velocity Limit Flag,st_radvlim,Systemic Radial Velocity Limit Flag,N/A,N/A
 sy_refname,System Parameter Reference,N/A,PLANETARY SYSTEMS ONLY,N/A,N/A
 rastr,RA [sexagesimal],ra_str,RA [sexagesimal],ra_str,RA [sexagesimal]
 ra,RA [decimal],ra,RA [decimal],ra,RA [decimal]
 decstr,Dec [sexagesimal],dec_str,Dec [sexagesimal],dec_str,Dec [sexagesimal]
 dec,Dec [decimal],dec,Dec [decimal],dec,Dec [decimal]
 raerr1,RA Upper Unc,N/A,N/A,N/A,N/A
 raerr2,RA Lower Unc,N/A,N/A,N/A,N/A
 decerr1,Dec Upper Unc,N/A,N/A,N/A,N/A
 decerr2,Dec Lower Unc,N/A,N/A,N/A,N/A
 glat,Galactic Latitude [deg],st_glat,Galactic Latitude [deg],N/A,N/A
 glaterr1,Galactic Latitude [deg] Upper Unc,N/A,N/A,N/A,N/A
 glaterr2,Galactic Latitude [deg] Lower Unc,N/A,N/A,N/A,N/A
 glon,Galactic Longitude [deg],st_glon,Galactic Longitude [deg],N/A,N/A
 glonerr1,Galactic Longitude [deg] Upper Unc,N/A,N/A,N/A,N/A
 glonerr2,Galactic Longitude [deg] Lower Unc,N/A,N/A,N/A,N/A
 elat,Ecliptic Latitude [deg],st_elat,Ecliptic Latitude [deg],N/A,N/A
 elaterr1,Ecliptic Latitude [deg] Upper Unc,N/A,N/A,N/A,N/A
 elaterr2,Ecliptic Latitude [deg] Lower Unc,N/A,N/A,N/A,N/A
 elon,Ecliptic Longitude [deg],st_elon,Ecliptic Longitude [deg],N/A,N/A
 elonerr1,Ecliptic Longitude [deg] Upper Unc,N/A,N/A,N/A,N/A
 elonerr2,Ecliptic Longitude [deg] Lower Unc,N/A,N/A,N/A,N/A
 sy_pm,Total Proper Motion [mas/yr],st_pm,Total Proper Motion [mas/yr],N/A,N/A
 sy_pmerr1,Total Proper Motion Upper Unc [mas/yr],st_pmerr,Total Proper Motion Upper Unc [mas/yr],N/A,N/A
 sy_pmerr2,Total Proper Motion Lower Unc [mas/yr],st_pmerr,Total Proper Motion Lower Unc [mas/yr],N/A,N/A
 sy_pmra,Proper Motion (RA) [mas/yr],st_pmra,Proper Motion (RA) [mas/yr],N/A,N/A
 sy_pmraerr1,Proper Motion (RA) [mas/yr] Upper Unc,st_pmraerr,Proper Motion (RA) [mas/yr] Upper Unc,N/A,N/A
 sy_pmraerr2,Proper Motion (RA) [mas/yr] Lower Unc,st_pmraerr,Proper Motion (RA) [mas/yr] Lower Unc,N/A,N/A
 sy_pmdec,Proper Motion (Dec) [mas/yr],st_pmdec,Proper Motion (Dec) [mas/yr],N/A,N/A
 sy_pmdecerr1,Proper Motion (Dec) [mas/yr] Upper Unc,st_pmdecerr,Proper Motion (Dec) [mas/yr] Upper Unc,N/A,N/A
 sy_pmdecerr2,Proper Motion (Dec) [mas/yr] Lower Unc,st_pmdecerr,Proper Motion (Dec) [mas/yr] Lower Unc,N/A,N/A
 sy_dist,Distance [pc],st_dist,Distance [pc],N/A,N/A
 sy_disterr1,Distance [pc] Upper Unc,st_disterr1,Distance [pc] Upper Unc,N/A,N/A
 sy_disterr2,Distance [pc] Lower Unc,st_disterr2,Distance [pc] Lower Unc,N/A,N/A
 sy_plx,Parallax [mas],st_plx,Parallax [mas],N/A,N/A
 sy_plxerr1,Parallax [mas] Upper Unc,st_plxerr1,Parallax [mas] Upper Unc,N/A,N/A
 sy_plxerr2,Parallax [mas] Lower Unc,st_plxerr2,Parallax [mas] Lower Unc,N/A,N/A
 sy_bmag,B (Johnson) Magnitude,st_bj,B (Johnson) Magnitude,N/A,N/A
 sy_bmagerr1,B (Johnson) Magnitude Upper Unc,st_bjerr,B (Johnson) Magnitude Upper Unc,N/A,N/A
 sy_bmagerr2,B (Johnson) Magnitude Lower Unc,st_bjerr,B (Johnson) Magnitude Lower Unc,N/A,N/A
 sy_vmag,V (Johnson) Magnitude,st_vj,V (Johnson) Magnitude,N/A,N/A
 sy_vmagerr1,V (Johnson) Magnitude Upper Unc,st_vjerr,V (Johnson) Magnitude Upper Unc,N/A,N/A
 sy_vmagerr2,V (Johnson) Magnitude Lower Unc,st_vjerr,V (Johnson) Magnitude Lower Unc,N/A,N/A
 sy_jmag,J (2MASS) Magnitude,st_j,J (2MASS) Magnitude,N/A,N/A
 sy_jmagerr1,J (2MASS) Magnitude Upper Unc,st_jerr,J (2MASS) Magnitude Upper Unc,N/A,N/A
 sy_jmagerr2,J (2MASS) Magnitude Lower Unc,st_jerr,J (2MASS) Magnitude Lower Unc,N/A,N/A
 sy_hmag,H (2MASS) Magnitude,st_h,H (2MASS) Magnitude,N/A,N/A
 sy_hmagerr1,H (2MASS) Magnitude Upper Unc,st_herr,H (2MASS) Magnitude Upper Unc,N/A,N/A
 sy_hmagerr2,H (2MASS) Magnitude Lower Unc,st_herr,H (2MASS) Magnitude Lower Unc,N/A,N/A
 sy_kmag,Ks (2MASS) Magnitude,st_k,Ks (2MASS) Magnitude,N/A,N/A
 sy_kmagerr1,Ks (2MASS) Magnitude Upper Unc,st_kerr,Ks (2MASS) Magnitude Upper Unc,N/A,N/A
 sy_kmagerr2,Ks (2MASS) Magnitude Lower Unc,st_kerr,Ks (2MASS) Magnitude Lower Unc,N/A,N/A
 sy_umag,u (Sloan) Magnitude,st_uj,Johnson U-band replaced with Sloan u-band,N/A,N/A
 sy_umagerr1,u (Sloan) Magnitude Upper Unc,st_ujerr,u (Sloan) Magnitude Upper Unc,N/A,N/A
 sy_umagerr2,u (Sloan) Magnitude Lower Unc,st_ujerr,u (Sloan) Magnitude Lower Unc,N/A,N/A
 sy_gmag,g (Sloan) Magnitude,N/A,N/A,N/A,N/A
 sy_gmagerr1,g (Sloan) Magnitude Upper Unc,N/A,N/A,N/A,N/A
 sy_gmagerr2,g (Sloan) Magnitude Lower Unc,N/A,N/A,N/A,N/A
 sy_rmag,r (Sloan) Magnitude,st_rc,Cousins R-band replaced with Sloan r-band,N/A,N/A
 sy_rmagerr1,r (Sloan) Magnitude Upper Unc,st_rcerr,r (Sloan) Magnitude Upper Unc,N/A,N/A
 sy_rmagerr2,r (Sloan) Magnitude Lower Unc,st_rcerr,r (Sloan) Magnitude Lower Unc,N/A,N/A
 sy_imag,i (Sloan) Magnitude,N/A,N/A,N/A,N/A
 sy_imagerr1,i (Sloan) Magnitude Upper Unc,N/A,N/A,N/A,N/A
 sy_imagerr2,i (Sloan) Magnitude Lower Unc,N/A,N/A,N/A,N/A
 sy_zmag,z (Sloan) Magnitude,N/A,N/A,N/A,N/A
 sy_zmagerr1,z (Sloan) Magnitude Upper Unc,N/A,N/A,N/A,N/A
 sy_zmagerr2,z (Sloan) Magnitude Lower Unc,N/A,N/A,N/A,N/A
 sy_w1mag,W1 (WISE) Magnitude,st_wise1,W1 (WISE) Magnitude,N/A,N/A
 sy_w1magerr1,W1 (WISE) Magnitude Upper Unc,st_wise1err,W1 (WISE) Magnitude Upper Unc,N/A,N/A
 sy_w1magerr2,W1 (WISE) Magnitude Lower Unc,st_wise1err,W1 (WISE) Magnitude Lower Unc,N/A,N/A
 sy_w2mag,W2 (WISE) Magnitude,st_wise2,W2 (WISE) Magnitude,N/A,N/A
 sy_w2magerr1,W2 (WISE) Magnitude Upper Unc,st_wise2err,W2 (WISE) Magnitude Upper Unc,N/A,N/A
 sy_w2magerr2,W2 (WISE) Magnitude Lower Unc,st_wise2err,W2 (WISE) Magnitude Lower Unc,N/A,N/A
 sy_w3mag,W3 (WISE) Magnitude,st_wise3,W3 (WISE) Magnitude,N/A,N/A
 sy_w3magerr1,W3 (WISE) Magnitude Upper Unc,st_wise3err,W3 (WISE) Magnitude Upper Unc,N/A,N/A
 sy_w3magerr2,W3 (WISE) Magnitude Lower Unc,st_wise3err,W3 (WISE) Magnitude Lower Unc,N/A,N/A
 sy_w4mag,W4 (WISE) Magnitude,st_wise4,W4 (WISE) Magnitude,N/A,N/A
 sy_w4magerr1,W4 (WISE) Magnitude Upper Unc,st_wise4err,W4 (WISE) Magnitude Upper Unc,N/A,N/A
 sy_w4magerr2,W4 (WISE) Magnitude Lower Unc,st_wise4err,W4 (WISE) Magnitude Lower Unc,N/A,N/A
 sy_gaiamag,Gaia Magnitude,gaia_gmag,Gaia Magnitude,N/A,N/A
 sy_gaiamagerr1,Gaia Magnitude Upper Unc,gaia_gmagerr,Gaia Magnitude Upper Unc,N/A,N/A
 sy_gaiamagerr2,Gaia Magnitude Lower Unc,gaia_gmagerr,Gaia Magnitude Lower Unc,N/A,N/A
 sy_icmag,I (Cousins) Magnitude,st_ic,I (Cousins) Magnitude,N/A,N/A
 sy_icmagerr1,I (Cousins) Magnitude Upper Unc,st_icerr,I (Cousins) Magnitude Upper Unc,N/A,N/A
 sy_icmagerr2,I (Cousins) Magnitude Lower Unc,st_icerr,I (Cousins) Magnitude Lower Unc,N/A,N/A
 sy_tmag,TESS Magnitude,N/A,N/A,N/A,N/A
 sy_tmagerr1,TESS Magnitude Upper Unc,N/A,N/A,N/A,N/A
 sy_tmagerr2,TESS Magnitude Lower Unc,N/A,N/A,N/A,N/A
 sy_kepmag,Kepler Magnitude,N/A,N/A,N/A,N/A
 sy_kepmagerr1,Kepler Magnitude Upper Unc,N/A,N/A,N/A,N/A
 sy_kepmagerr2,Kepler Magnitude Lower Unc,N/A,N/A,N/A,N/A
 rowupdate,Date of Last Update,rowupdate,Date of Last Update,rowupdate,Date of Last Update
 pl_pubdate,Planetary Parameter Reference Publication Date,pl_publ_date,Planetary Parameter Reference Publication Date,mpl_publ_date,Planetary Parameter Reference Publication Date
 releasedate,Release Date,N/A,N/A,N/A,N/A
 pl_nnotes,Number of Notes,pl_nnotes,Number of Notes,N/A,N/A
 st_nphot,Number of Photometry Time Series,N/A,N/A,N/A,N/A
 st_nrvc,Number of Radial Velocity Time Series,st_nrvc,Number of Radial Velocity Time Series,N/A,N/A
 st_nspec,Number of Stellar Spectra Measurements,st_nspec,Number of Stellar Spectra Measurements,N/A,N/A
 pl_nespec,Number of Emission Spectroscopy Measurements,N/A,N/A,N/A,N/A
 pl_ntranspec,Number of Transmission Spectroscopy Measurements,N/A,N/A,N/A,N/A
