,,,
 sy_pmdec_reflink,Proper Motion (Dec) Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_dist,Distance [pc],fst_dist,Distance [pc]
 sy_disterr1,Distance [pc] Upper Unc,fst_disterr1,Distance [pc] Upper Unc
 sy_disterr2,Distance [pc] Lower Unc,fst_disterr2,Distance [pc] Lower Unc
 sy_dist_reflink,Distance Reference,fst_distreflink,Distance Reference
 sy_plx,Parallax [mas],N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_plxerr1,Parallax [mas] Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_plxerr2,Parallax [mas] Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_plx_reflink,Parallax Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_bmag,B (Johnson) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_bmagerr1,B (Johnson) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_bmagerr2,B (Johnson) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_bmag_reflink,B (Johnson) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_vmag,V (Johnson) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_vmagerr1,V (Johnson) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_vmagerr2,V (Johnson) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_vmag_reflink,V (Johnson) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_jmag,J (2MASS) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_jmagerr1,J (2MASS) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_jmagerr2,J (2MASS) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_jmag_reflink,J (2MASS) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_hmag,H (2MASS) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_hmagerr1,H (2MASS) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_hmagerr2,H (2MASS) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_hmag_reflink,H (2MASS) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_kmag,Ks (2MASS) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kmagerr1,Ks (2MASS) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kmagerr2,Ks (2MASS) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kmag_reflink,K2 (2MASS) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_umag,u (Sloan) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_umagerr1,u (Sloan) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_umagerr2,u (Sloan) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_umag_reflink,u (Sloan) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_gmag,g (Sloan) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gmagerr1,g (Sloan) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gmagerr2,g (Sloan) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gmag_reflink,g (Sloan) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_rmag,r (Sloan) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_rmagerr1,r (Sloan) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_rmagerr2,r (Sloan) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_rmag_reflink,r (Sloan) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_imag,i (Sloan) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_imagerr1,i (Sloan) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_imagerr2,i (Sloan) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_imag_reflink,i (Sloan) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_zmag,z (Sloan) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_zmagerr1,z (Sloan) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_zmagerr2,z (Sloan) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_zmag_reflink,z (Sloan) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_w1mag,W1 (WISE) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w1magerr1,W1 (WISE) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w1magerr2,W1 (WISE) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w1mag_reflink,W1 (WISE) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_w2mag,W2 (WISE) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w2magerr1,W2 (WISE) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w2magerr2,W2 (WISE) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w2mag_reflink,W2 (WISE) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_w3mag,W3 (WISE) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w3magerr1,W3 (WISE) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w3magerr2,W3 (WISE) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w3mag_reflink,W3 (WISE) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_w4mag,W4 (WISE) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w4magerr1,W4 (WISE) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w4magerr2,W4 (WISE) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_w4mag_reflink,W4 (WISE) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_gaiamag,Gaia Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gaiamagerr1,Gaia Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gaiamagerr2,Gaia Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_gaiamag_reflink,Gaia Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_icmag,I (Cousins) Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_icmagerr1,I (Cousins) Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_icmagerr2,I (Cousins) Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_icmag_reflink,I (Cousins) Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_tmag,TESS Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_tmagerr1,TESS Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_tmagerr2,TESS Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_tmag_reflink,TESS Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 sy_kepmag,Kepler Magnitude,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kepmagerr1,Kepler Magnitude Upper Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kepmagerr2,Kepler Magnitude Lower Unc,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 sy_kepmag_reflink,Kepler Magnitude Reference,N/A,PLANETARY SYSTEMS COMPOSITE PARAMETERS ONLY
 pl_nnotes,Number of Notes,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_nphot,Number of Photometry Time Series,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_nrvc,Number of Radial Velocity Time Series,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 st_nspec,Number of Stellar Spectra Measurements,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_nespec,Number of Emission Spectroscopy Measurements,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
 pl_ntranspec,Number of Transmission Spectroscopy Measurements,N/A,BOTH PLANETARY SYSTEMS AND PS_COMPOSITE TABLES
